alias_group_id,target_name,target_domain,target_sld,target_suffix,group_reason
alias_000321,Lmgtfy,lmgtfy.com,lmgtfy,com,exact_name
alias_000322,辽宁警察学院,lnpc.cn,lnpc,cn,same_sld_diff_suffix
alias_000322,辽宁石化职业技术学院,lnpc.edu.cn,lnpc,edu.cn,same_sld_diff_suffix
alias_000323,Locanto,locanto.com.mx,locanto,com.mx,exact_name
alias_000323,Locanto,locanto.org,locanto,org,exact_name
alias_000324,Logitech,logitech.com,logitech,com,exact_name
alias_000324,Logitech,logitech.io,logitech,io,exact_name
alias_000325,University of London,london.ac.uk,london,ac.uk,same_sld_diff_suffix
alias_000325,London,london.gov.uk,london,gov.uk,same_sld_diff_suffix
alias_000326,Loopia,loopia.com,loopia,com,exact_name
alias_000326,Loopia,loopia.se,loopia,se,exact_name
alias_000327,Lovable,lovable.app,lovable,app,exact_name
alias_000327,Lovable,lovable.dev,lovable,dev,exact_name
alias_000328,Lws Hosting,lws-hosting.com,lws-hosting,com,exact_name
alias_000328,Lwshosting,lwshosting.com,lwshosting,com,exact_name
alias_000328,Lwshosting,lwshosting.name,lwshosting,name,exact_name
alias_000329,Lycos,lycos.co.uk,lycos,co.uk,exact_name
alias_000329,Lycos,lycos.com,lycos,com,exact_name
alias_000329,Lycos,lycos.de,lycos,de,exact_name
alias_000329,Lycos,lycos.fr,lycos,fr,exact_name
alias_000330,辽源职业技术学院,lyvtc.cn,lyvtc,cn,same_sld_diff_suffix
alias_000330,洛阳职业技术学院,lyvtc.net,lyvtc,net,same_sld_diff_suffix
alias_000331,Macmillan,macmillan.com,macmillan,com,exact_name
alias_000331,Macmillan,macmillan.org.uk,macmillan,org.uk,exact_name
alias_000332,Madrid,madrid.es,madrid,es,exact_name
alias_000332,Madrid,madrid.org,madrid,org,exact_name
alias_000333,Mailgun,mailgun.com,mailgun,com,exact_name
alias_000333,Mailgun,mailgun.net,mailgun,net,exact_name
alias_000334,Maine,maine.edu,maine,edu,exact_name
alias_000334,Maine,maine.gov,maine,gov,exact_name
alias_000335,Malwarebytes,malwarebytes.com,malwarebytes,com,exact_name
alias_000335,Malwarebytes,malwarebytes.org,malwarebytes,org,exact_name
alias_000336,Mangago,mangago.me,mangago,me,exact_name
alias_000336,Mangago,mangago.zone,mangago,zone,exact_name
alias_000337,MariaDB,mariadb.com,mariadb,com,normalized_name
alias_000337,Mariadb,mariadb.org,mariadb,org,normalized_name
alias_000338,Marie Claire UK,marieclaire.co.uk,marieclaire,co.uk,normalized_name
alias_000338,Marie Claire,marieclaire.com,marieclaire,com,normalized_name
alias_000338,Marieclaire,marieclaire.fr,marieclaire,fr,normalized_name
alias_000339,Marketo,marketo.com,marketo,com,exact_name
alias_000339,Marketo,marketo.net,marketo,net,exact_name
alias_000340,Mastercard,mastercard.com,mastercard,com,exact_name
alias_000340,Mastercard,mastercard.us,mastercard,us,exact_name
alias_000341,Matomo,matomo.cloud,matomo,cloud,exact_name
alias_000341,Matomo,matomo.org,matomo,org,exact_name
alias_000342,Matrix,matrix.org,matrix,org,exact_name
alias_000342,Matrix,matrix.to,matrix,to,exact_name
alias_000343,Mayoclinic,mayoclinic.com,mayoclinic,com,normalized_name
alias_000343,Mayo Clinic,mayoclinic.org,mayoclinic,org,normalized_name
alias_000344,"McAfee, LLC",mcafee.com,mcafee,com,same_sld_diff_suffix
alias_000344,Mcafee,mcafee.net,mcafee,net,same_sld_diff_suffix
alias_000345,Mcdonalds,mcdonalds.co.jp,mcdonalds,co.jp,exact_name
alias_000345,Mcdonalds,mcdonalds.com,mcdonalds,com,exact_name
alias_000345,麦当劳中国,mcdonalds.com.cn,mcdonalds,com.cn,exact_name
alias_000346,Mcmaster,mcmaster.ca,mcmaster,ca,exact_name
alias_000346,Mcmaster,mcmaster.com,mcmaster,com,exact_name
alias_000347,Medallia,medallia.com,medallia,com,exact_name
alias_000347,Medallia,medallia.eu,medallia,eu,exact_name
alias_000348,眉州东坡餐饮管理有限公司,meizhou.com,meizhou,com,same_sld_diff_suffix
alias_000348,梅州市人民政府,meizhou.gov.cn,meizhou,gov.cn,same_sld_diff_suffix
alias_000349,Mercadolibre,mercadolibre.cl,mercadolibre,cl,exact_name
alias_000349,Mercadolibre,mercadolibre.com,mercadolibre,com,exact_name
alias_000349,Mercadolibre,mercadolibre.com.ar,mercadolibre,com.ar,exact_name
alias_000349,Mercadolibre,mercadolibre.com.co,mercadolibre,com.co,exact_name
alias_000349,Mercadolibre,mercadolibre.com.mx,mercadolibre,com.mx,exact_name
alias_000350,Mercadopago,mercadopago.com,mercadopago,com,exact_name
alias_000350,Mercadopago,mercadopago.com.ar,mercadopago,com.ar,exact_name
alias_000350,Mercadopago,mercadopago.com.br,mercadopago,com.br,exact_name
alias_000351,Meteored,meteored.cl,meteored,cl,exact_name
alias_000351,Meteored,meteored.com.ar,meteored,com.ar,exact_name
alias_000351,Meteored,meteored.mx,meteored,mx,exact_name
alias_000352,Microsoft,microsoft.com,microsoft,com,exact_name
alias_000352,Microsoft,microsoft.us,microsoft,us,exact_name
alias_000353,Microsoft365,microsoft365.com,microsoft365,com,normalized_name
alias_000353,Microsoft 365,office365.com,office365,com,normalized_name
alias_000353,Office365,office365.us,office365,us,normalized_name
alias_000354,Microsoftonline,microsoftonline.cn,microsoftonline,cn,exact_name
alias_000354,Microsoftonline,microsoftonline.us,microsoftonline,us,exact_name
alias_000355,美的集团股份有限公司,midea.com,midea,com,same_sld_diff_suffix
alias_000355,Midea,midea.com.cn,midea,com.cn,same_sld_diff_suffix
alias_000356,Mimecast,mimecast.com,mimecast,com,exact_name
alias_000356,Mimecast,mimecast.net,mimecast,net,exact_name
alias_000357,Minecraft Services,minecraft-services.net,minecraft-services,net,normalized_name
alias_000357,Minecraftservices,minecraftservices.com,minecraftservices,com,normalized_name
alias_000358,Minhngoc,minhngoc.net,minhngoc,net,exact_name
alias_000358,Minhngoc,minhngoc.net.vn,minhngoc,net.vn,exact_name
alias_000359,Mintegral,mintegral.com,mintegral,com,exact_name
alias_000359,Mintegral,mintegral.net,mintegral,net,exact_name
alias_000360,Mintmanga,mintmanga.com,mintmanga,com,exact_name
alias_000360,Mintmanga,mintmanga.one,mintmanga,one,exact_name
alias_000361,Missav,missav.ai,missav,ai,exact_name
alias_000361,Missav,missav.live,missav,live,exact_name
alias_000361,Missav,missav.ws,missav,ws,exact_name
alias_000362,Mobiledokan,mobiledokan.co,mobiledokan,co,exact_name
alias_000362,Mobiledokan,mobiledokan.com,mobiledokan,com,exact_name
alias_000363,Mobirise,mobirise.com,mobirise,com,exact_name
alias_000363,Mobirise,mobirise.info,mobirise,info,exact_name
alias_000363,Mobirise,mobirise.site,mobirise,site,exact_name
alias_000364,中华人民共和国教育部,moe.edu.cn,moe,edu.cn,exact_name
alias_000364,中华人民共和国教育部,moe.gov.cn,moe,gov.cn,exact_name
alias_000365,Monash,monash.edu,monash,edu,exact_name
alias_000365,Monash,monash.edu.au,monash,edu.au,exact_name
alias_000366,Money,money.com,money,com,exact_name
alias_000366,Money,money.pl,money,pl,exact_name
alias_000367,MongoDB,mongodb.com,mongodb,com,normalized_name
alias_000367,Mongodb,mongodb.net,mongodb,net,normalized_name
alias_000368,Monster,monster.com,monster,com,exact_name
alias_000368,Monster,monster.fr,monster,fr,exact_name
alias_000369,Moodle,moodle.com,moodle,com,exact_name
alias_000369,Moodle,moodle.org,moodle,org,exact_name
alias_000370,Mosspf,mosspf.com,mosspf,com,exact_name
alias_000370,Mosspf,mosspf.net,mosspf,net,exact_name
alias_000371,Moviebox,moviebox.ph,moviebox,ph,exact_name
alias_000371,Moviebox,moviebox.pk,moviebox,pk,exact_name
alias_000371,Moviebox,themoviebox.org,themoviebox,org,exact_name
alias_000372,Mozilla,mozilla.net,mozilla,net,same_sld_diff_suffix
alias_000372,Mozilla Organization,mozilla.org,mozilla,org,same_sld_diff_suffix
alias_000373,Mp4moviez,mp4moviez.ad,mp4moviez,ad,exact_name
alias_000373,Mp4moviez,mp4moviez.date,mp4moviez,date,exact_name
alias_000374,Mrbet777,mrbet777.com,mrbet777,com,exact_name
alias_000374,Mrbet777,mrbet777.org,mrbet777,org,exact_name
alias_000375,Myq Cloud,myq-cloud.com,myq-cloud,com,normalized_name
alias_000375,Myqcloud,myqcloud.com,myqcloud,com,normalized_name
alias_000376,Myqnapcloud,myqnapcloud.com,myqnapcloud,com,exact_name
alias_000376,Myqnapcloud,myqnapcloud.io,myqnapcloud,io,exact_name
alias_000377,National Geographic Traveler,nationalgeographic.com,nationalgeographic,com,exact_name
alias_000377,Nationalgeographic,nationalgeographic.com.es,nationalgeographic,com.es,exact_name
alias_000377,Nationalgeographic,nationalgeographic.org,nationalgeographic,org,exact_name
alias_000378,Nature,nature.com,nature,com,exact_name
alias_000378,Nature,nature.org,nature,org,exact_name
alias_000379,Naver,naver.com,naver,com,exact_name
alias_000379,Naver,naver.jp,naver,jp,exact_name
alias_000379,Naver,naver.me,naver,me,exact_name
alias_000380,Netcraze,netcraze.io,netcraze,io,exact_name
alias_000380,Netcraze,netcraze.net,netcraze,net,exact_name
alias_000380,Netcraze,netcraze.pro,netcraze,pro,exact_name
alias_000381,网易,netease.com,netease,com,same_sld_diff_suffix
alias_000381,网易智企,netease.im,netease,im,same_sld_diff_suffix
alias_000382,Netflix,netflix.com,netflix,com,exact_name
alias_000382,Netflix,netflix.net,netflix,net,exact_name
alias_000383,东软集团股份有限公司,neusoft.com,neusoft,com,same_sld_diff_suffix
alias_000383,大连东软信息学院,neusoft.edu.cn,neusoft,edu.cn,same_sld_diff_suffix
alias_000384,Newswire,newswire.ca,newswire,ca,exact_name
alias_000384,Newswire,newswire.com,newswire,com,exact_name
alias_000385,Nflximg,nflximg.com,nflximg,com,exact_name
alias_000385,Nflximg,nflximg.net,nflximg,net,exact_name
alias_000386,"NGINX, Inc.",nginx.com,nginx,com,normalized_name
alias_000386,NGINX,nginx.org,nginx,org,normalized_name
alias_000387,Ngrok,ngrok.com,ngrok,com,exact_name
alias_000387,Ngrok,ngrok.io,ngrok,io,exact_name
alias_000388,Nhentai,nhentai.net,nhentai,net,exact_name
alias_000388,Nhentai,nhentai.xxx,nhentai,xxx,exact_name
alias_000389,Nikon,nikon.com,nikon,com,same_sld_diff_suffix
alias_000389,尼康中国,nikon.com.cn,nikon,com.cn,same_sld_diff_suffix
alias_000390,Nintendo,nintendo.co.jp,nintendo,co.jp,exact_name
alias_000390,Nintendo UK,nintendo.com,nintendo,com,exact_name
alias_000390,Nintendo,nintendo.net,nintendo,net,exact_name
alias_000391,Notion,notion.com,notion,com,exact_name
alias_000391,Notion,notion.site,notion,site,exact_name
alias_000391,Notion,notion.so,notion,so,exact_name
alias_000392,Nottingham,nottingham.ac.uk,nottingham,ac.uk,same_sld_diff_suffix
alias_000392,宁波诺丁汉大学,nottingham.edu.cn,nottingham,edu.cn,same_sld_diff_suffix
alias_000393,Novartis,novartis.com,novartis,com,same_sld_diff_suffix
alias_000393,诺华中国,novartis.com.cn,novartis,com.cn,same_sld_diff_suffix
alias_000394,Npmjs,npmjs.com,npmjs,com,exact_name
alias_000394,Npmjs,npmjs.org,npmjs,org,exact_name
alias_000395,川北医学院,nsmc.edu.cn,nsmc,edu.cn,same_sld_diff_suffix
alias_000395,国家卫星气象中心,nsmc.org.cn,nsmc,org.cn,same_sld_diff_suffix
alias_000396,NVIDIA - World Leader in Artificial Intelligence Computing,nvidia.cn,nvidia,cn,same_sld_diff_suffix
alias_000396,Nvidia,nvidia.com,nvidia,com,same_sld_diff_suffix
alias_000397,Odnoklassniki,odnoklassniki.ru,odnoklassniki,ru,exact_name
alias_000397,Odnoklassniki,ok.ru,ok,ru,exact_name
alias_000398,Microsoft Office,office.com,office,com,exact_name
alias_000398,Microsoft Office,office.net,office,net,exact_name
alias_000399,中国奥林匹克委员会,olympic.cn,olympic,cn,same_sld_diff_suffix
alias_000399,Olympic,olympic.org,olympic,org,same_sld_diff_suffix
alias_000400,Omegle,omegle.cc,omegle,cc,exact_name
alias_000400,Omegle,omegle.life,omegle,life,exact_name
alias_000401,AppsFlyer,onelink.me,onelink,me,same_sld_diff_suffix
alias_000401,Onelink,onelink.to,onelink,to,same_sld_diff_suffix
alias_000402,Onenote,onenote.com,onenote,com,exact_name
alias_000402,Onenote,onenote.net,onenote,net,exact_name
alias_000403,Onetrust,onetrust.com,onetrust,com,exact_name
alias_000403,Onetrust,onetrust.io,onetrust,io,exact_name
alias_000404,Openresty,openresty.com,openresty,com,exact_name
alias_000404,Openresty,openresty.org,openresty,org,exact_name
alias_000405,Opensource,opensource.com,opensource,com,exact_name
alias_000405,Opensource,opensource.org,opensource,org,exact_name
alias_000406,Openssh,openssh.com,openssh,com,exact_name
alias_000406,Openssh,openssh.org,openssh,org,exact_name
alias_000407,Openstreetmap,openstreetmap.de,openstreetmap,de,exact_name
alias_000407,Openstreetmap,openstreetmap.fr,openstreetmap,fr,exact_name
alias_000407,OpenStreetMap,openstreetmap.org,openstreetmap,org,exact_name
alias_000408,Opera,opera.com,opera,com,exact_name
alias_000408,Opera,opera.software,opera,software,exact_name
alias_000408,Opera,opera.technology,opera,technology,exact_name
alias_000409,Oraclecloud,oraclecloud.com,oraclecloud,com,exact_name
alias_000409,Oraclecloud,oraclecloud.net,oraclecloud,net,exact_name
alias_000410,Orange,orange.com,orange,com,exact_name
alias_000410,Orange,orange.es,orange,es,exact_name
alias_000410,Orange,orange.fr,orange,fr,exact_name
alias_000410,Orange,orange.mg,orange,mg,exact_name
alias_000411,Owncloud,owncloud.com,owncloud,com,exact_name
alias_000411,Owncloud,owncloud.org,owncloud,org,exact_name
alias_000412,Oxfam,oxfam.org,oxfam,org,exact_name
alias_000412,Oxfam,oxfam.org.uk,oxfam,org.uk,exact_name
alias_000413,Packetsdk,packetsdk.io,packetsdk,io,exact_name
alias_000413,Packetsdk,packetsdk.net,packetsdk,net,exact_name
alias_000413,Packetsdk,packetsdk.xyz,packetsdk,xyz,exact_name
alias_000414,松下电器中国,panasonic.cn,panasonic,cn,exact_name
alias_000414,Panasonic,panasonic.co.jp,panasonic,co.jp,exact_name
alias_000414,Panasonic,panasonic.com,panasonic,com,exact_name
alias_000414,Panasonic,panasonic.jp,panasonic,jp,exact_name
alias_000415,Pandora,pandora.be,pandora,be,exact_name
alias_000415,Pandora,pandora.com,pandora,com,exact_name
alias_000415,Pandora,pandora.net,pandora,net,exact_name
alias_000416,穿山甲广告平台,pangle.cn,pangle,cn,same_sld_diff_suffix
alias_000416,Pangle,pangle.io,pangle,io,same_sld_diff_suffix
alias_000417,Paramount,paramount.com,paramount,com,exact_name
alias_000417,Paramount,paramount.tech,paramount,tech,exact_name
alias_000418,PayPal,paypal.com,paypal,com,normalized_name
alias_000418,Paypal,paypal.me,paypal,me,normalized_name
alias_000419,人民网,people.cn,people,cn,exact_name
alias_000419,人民网,people.com.cn,people,com.cn,exact_name
alias_000420,Permutive,permutive.app,permutive,app,exact_name
alias_000420,Permutive,permutive.com,permutive,com,exact_name
alias_000421,Personio,personio.com,personio,com,exact_name
alias_000421,Personio,personio.de,personio,de,exact_name
alias_000422,Pfizer,pfizer.com,pfizer,com,same_sld_diff_suffix
alias_000422,辉瑞中国,pfizer.com.cn,pfizer,com.cn,same_sld_diff_suffix
alias_000423,Philips,philips.com,philips,com,same_sld_diff_suffix
alias_000423,飞利浦中国,philips.com.cn,philips,com.cn,same_sld_diff_suffix
alias_000424,Php Myadmin,php-myadmin.ru,php-myadmin,ru,normalized_name
alias_000424,Phpmyadmin,phpmyadmin.net,phpmyadmin,net,normalized_name
alias_000425,Pinterest,pinterest.co.uk,pinterest,co.uk,exact_name
alias_000425,Pinterest,pinterest.com,pinterest,com,exact_name
alias_000425,Pinterest,pinterest.es,pinterest,es,exact_name
alias_000425,Pinterest,pinterest.jp,pinterest,jp,exact_name
alias_000425,Pinterest,pinterest.net,pinterest,net,exact_name
alias_000426,Piwik,piwik.org,piwik,org,exact_name
alias_000426,Piwik,piwik.pro,piwik,pro,exact_name
alias_000427,Playstation,playstation.com,playstation,com,exact_name
alias_000427,Playstation,playstation.net,playstation,net,exact_name
alias_000428,Plesk,plesk.com,plesk,com,exact_name
alias_000428,Plesk,plesk.page,plesk,page,exact_name
alias_000429,Politico,politico.com,politico,com,exact_name
alias_000429,Politico,politico.eu,politico,eu,exact_name
alias_000430,Pornhat,pornhat.com,pornhat,com,exact_name
alias_000430,Pornhat,pornhat.one,pornhat,one,exact_name
alias_000431,Porno365,porno365.gold,porno365,gold,exact_name
alias_000431,Porno365,porno365.golf,porno365,golf,exact_name
alias_000432,Porno666,porno666.fo,porno666,fo,exact_name
alias_000432,Porno666,porno666.nl,porno666,nl,exact_name
alias_000433,Pornpics,pornpics.com,pornpics,com,exact_name
alias_000433,Pornpics,pornpics.de,pornpics,de,exact_name
alias_000434,Poste,poste.dz,poste,dz,exact_name
alias_000434,Poste,poste.it,poste,it,exact_name
alias_000435,Postimg,postimg.cc,postimg,cc,exact_name
alias_000435,Postimg,postimg.org,postimg,org,exact_name
alias_000436,Pravda,pravda.com.ua,pravda,com.ua,exact_name
alias_000436,Pravda,pravda.ru,pravda,ru,exact_name
alias_000436,Pravda,pravda.sk,pravda,sk,exact_name
alias_000437,Premierbet,premierbet.co.ao,premierbet,co.ao,exact_name
alias_000437,Premierbet,premierbet.com,premierbet,com,exact_name
alias_000438,President,president.gov.ua,president,gov.ua,exact_name
alias_000438,President,president.jp,president,jp,exact_name
alias_000439,Prime Betz,prime-betz.com,prime-betz,com,normalized_name
alias_000439,Primebetz,primebetz.net,primebetz,net,normalized_name
alias_000440,Prnewswire,prnewswire.co.uk,prnewswire,co.uk,normalized_name
alias_000440,PR Newswire,prnewswire.com,prnewswire,com,normalized_name
alias_000441,Proofpoint,proofpoint.com,proofpoint,com,exact_name
alias_000441,Proofpoint,proofpoint.us,proofpoint,us,exact_name
alias_000442,Protonmail,protonmail.ch,protonmail,ch,exact_name
alias_000442,Protonmail,protonmail.com,protonmail,com,exact_name
alias_000443,Proxytg,proxytg.ink,proxytg,ink,exact_name
alias_000443,Proxytg,proxytg.space,proxytg,space,exact_name
alias_000444,Diario Público,publico.es,publico,es,same_sld_diff_suffix
alias_000444,Publico,publico.pt,publico,pt,same_sld_diff_suffix
alias_000445,Python,python.ca,python,ca,exact_name
alias_000445,Python,python.org,python,org,exact_name
alias_000446,Qualcomm Inc,qualcomm-inc.com,qualcomm-inc,com,normalized_name
alias_000446,Qualcomm,qualcomm.com,qualcomm,com,normalized_name
alias_000447,Rackspace Cloud,rackspace-cloud.com,rackspace-cloud,com,normalized_name
alias_000447,Rackspacecloud,rackspacecloud.com,rackspacecloud,com,normalized_name
alias_000448,Rackspace,rackspace.com,rackspace,com,exact_name
alias_000448,Rackspace,rackspace.net,rackspace,net,exact_name
alias_000449,Rakuten,rakuten.co.jp,rakuten,co.jp,exact_name
alias_000449,Rakuten,rakuten.com,rakuten,com,exact_name
alias_000449,Rakuten,rakuten.ne.jp,rakuten,ne.jp,exact_name
alias_000450,Rapidshare,rapidshare.com,rapidshare,com,exact_name
alias_000450,Rapidshare,rapidshare.de,rapidshare,de,exact_name
alias_000451,Raspberrypi,raspberrypi.com,raspberrypi,com,exact_name
alias_000451,Raspberrypi,raspberrypi.org,raspberrypi,org,exact_name
alias_000452,Realtor,realtor.ca,realtor,ca,exact_name
alias_000452,Realtor,realtor.com,realtor,com,exact_name
alias_000453,Redcross,redcross.org,redcross,org,exact_name
alias_000453,中国红十字会总会,redcross.org.cn,redcross,org.cn,exact_name
alias_000453,Redcross,redcross.org.uk,redcross,org.uk,exact_name
alias_000454,Redtube,redtube.com,redtube,com,same_sld_diff_suffix
alias_000454,Porno Gratis,redtube.com.br,redtube,com.br,same_sld_diff_suffix
alias_000455,Redwap,redwap.me,redwap,me,exact_name
alias_000455,Redwap,redwap.sex,redwap,sex,exact_name
alias_000455,Redwap,redwap.tv,redwap,tv,exact_name
alias_000456,Register,register.com,register,com,exact_name
alias_000456,Register,register.it,register,it,exact_name
alias_000457,Research,research.com,research,com,exact_name
alias_000457,Research,research.google,research,google,exact_name
alias_000457,Research,research.net,research,net,exact_name
alias_000458,Rfihub,rfihub.com,rfihub,com,exact_name
alias_000458,Rfihub,rfihub.net,rfihub,net,exact_name
alias_000459,Richmond,richmond.com,richmond,com,exact_name
alias_000459,Richmond,richmond.edu,richmond,edu,exact_name
alias_000460,Roche,roche.com,roche,com,same_sld_diff_suffix
alias_000460,罗氏中国,roche.com.cn,roche,com.cn,same_sld_diff_suffix
alias_000461,Rodeointl,rodeointl.cn,rodeointl,cn,exact_name
alias_000461,Rodeointl,rodeointl.com,rodeointl,com,exact_name
alias_000461,Rodeointl,rodeointl.com.cn,rodeointl,com.cn,exact_name
alias_000462,Roulettino Casino,roulettino-casino.net,roulettino-casino,net,exact_name
alias_000462,Roulettino Casino,roulettino-casino.org,roulettino-casino,org,exact_name
alias_000463,RTL,rtl.de,rtl,de,exact_name
alias_000463,RTL,rtl.fr,rtl,fr,exact_name
alias_000464,The World of RuneScape,runescape.com,runescape,com,same_sld_diff_suffix
alias_000464,Runescape,runescape.wiki,runescape,wiki,same_sld_diff_suffix
alias_000465,Rusoska,rusoska.biz,rusoska,biz,exact_name
alias_000465,Rusoska,rusoska.info,rusoska,info,exact_name
alias_000466,Samba,samba.org,samba,org,exact_name
alias_000466,Samba,samba.tv,samba,tv,exact_name
alias_000467,Walmart,sams.com.mx,sams,com.mx,exact_name
alias_000467,Wal Mart,wal-mart.com,wal-mart,com,exact_name
alias_000467,Walmart,walmart.ca,walmart,ca,exact_name
alias_000467,Walmart,walmart.com,walmart,com,exact_name
alias_000467,Walmart,walmart.com.mx,walmart,com.mx,exact_name
alias_000468,Samsclub,samsclub.cn,samsclub,cn,exact_name
alias_000468,Samsclub,samsclub.com,samsclub,com,exact_name
alias_000469,Samsung Group,samsung.com,samsung,com,same_sld_diff_suffix
alias_000469,三星电子中国,samsung.com.cn,samsung,com.cn,same_sld_diff_suffix
alias_000470,Samsung Cloud,samsungcloud.com,samsungcloud,com,normalized_name
alias_000470,Samsungcloud,samsungcloud.tv,samsungcloud,tv,normalized_name
alias_000471,Samsungcloudsolution,samsungcloudsolution.com,samsungcloudsolution,com,exact_name
alias_000471,Samsungcloudsolution,samsungcloudsolution.net,samsungcloudsolution,net,exact_name
alias_000472,Sandiego,sandiego.edu,sandiego,edu,exact_name
alias_000472,Sandiego,sandiego.gov,sandiego,gov,exact_name
alias_000473,深信服科技股份有限公司,sangfor.com,sangfor,com,same_sld_diff_suffix
alias_000473,深信服,sangfor.com.cn,sangfor,com.cn,same_sld_diff_suffix
alias_000474,赛诺菲中国,sanofi.cn,sanofi,cn,same_sld_diff_suffix
alias_000474,Sanofi,sanofi.com,sanofi,com,same_sld_diff_suffix
alias_000475,Sarkariresult,sarkariresult.com,sarkariresult,com,exact_name
alias_000475,Sarkariresult,sarkariresult.com.cm,sarkariresult,com.cm,exact_name
alias_000476,Sattamatkadpboss,sattamatkadpboss.co,sattamatkadpboss,co,exact_name
alias_000476,Sattamatkadpboss,sattamatkadpboss.mobi,sattamatkadpboss,mobi,exact_name
alias_000477,Savethechildren,savethechildren.net,savethechildren,net,exact_name
alias_000477,Savethechildren,savethechildren.org,savethechildren,org,exact_name
alias_000478,Schneider Electric,schneider-electric.com,schneider-electric,com,exact_name
alias_000478,Schneider Electric,se.com,se,com,exact_name
alias_000479,Scielo,scielo.br,scielo,br,exact_name
alias_000479,Scielo,scielo.cl,scielo,cl,exact_name
alias_000479,Scielo,scielo.org,scielo,org,exact_name
alias_000479,Scielo,scielo.org.mx,scielo,org.mx,exact_name
alias_000480,Science,science.org,science,org,exact_name
alias_000480,Science,sciencemag.org,sciencemag,org,exact_name
alias_000481,Scoop,scoop.co.nz,scoop,co.nz,exact_name
alias_000481,Scoop,scoop.it,scoop,it,exact_name
alias_000482,山东医药大学,sdcmc.edu.cn,sdcmc,edu.cn,same_sld_diff_suffix
alias_000482,山东传媒职业学院,sdcmc.net,sdcmc,net,same_sld_diff_suffix
alias_000483,顺德职业技术学院,sdpt.com.cn,sdpt,com.cn,same_sld_diff_suffix
alias_000483,顺德职业技术大学,sdpt.edu.cn,sdpt,edu.cn,same_sld_diff_suffix
alias_000484,Seg Social,seg-social.gob.es,seg-social,gob.es,exact_name
alias_000484,Seg Social,seg-social.pt,seg-social,pt,exact_name
alias_000485,Sendgrid,sendgrid.com,sendgrid,com,exact_name
alias_000485,Sendgrid,sendgrid.net,sendgrid,net,exact_name
alias_000486,Sentinelone,sentinelone.com,sentinelone,com,exact_name
alias_000486,Sentinelone,sentinelone.net,sentinelone,net,exact_name
alias_000487,Service Now,service-now.com,service-now,com,normalized_name
alias_000487,Servicenow,servicenow.com,servicenow,com,normalized_name
alias_000488,Service Public,service-public.fr,service-public,fr,exact_name
alias_000488,Service Public,service-public.gouv.fr,service-public,gouv.fr,exact_name
alias_000489,Sex Studentki,sex-studentki.cafe,sex-studentki,cafe,exact_name
alias_000489,Sex Studentki,sex-studentki.live,sex-studentki,live,exact_name
alias_000489,Sex Studentki,sex-studentki.team,sex-studentki,team,exact_name
alias_000490,Sexvid,sexvid.pro,sexvid,pro,exact_name
alias_000490,Sexvid,sexvid.xxx,sexvid,xxx,exact_name
alias_000491,Union Theological Seminary,sharepoint.com,sharepoint,com,same_sld_diff_suffix
alias_000491,Sharepoint,sharepoint.us,sharepoint,us,same_sld_diff_suffix
alias_000492,SHEIN UK,shein.co.uk,shein,co.uk,same_sld_diff_suffix
alias_000492,SHEIN USA,shein.com,shein,com,same_sld_diff_suffix
alias_000492,SHEIN México,shein.com.mx,shein,com.mx,same_sld_diff_suffix
alias_000493,SHISEIDO,shiseido.com,shiseido,com,same_sld_diff_suffix
alias_000493,资生堂中国,shiseido.com.cn,shiseido,com.cn,same_sld_diff_suffix
alias_000494,Shopee,shopee.co.id,shopee,co.id,exact_name
alias_000494,Shopee,shopee.co.th,shopee,co.th,exact_name
alias_000494,Shopee,shopee.com,shopee,com,exact_name
alias_000494,Shopee,shopee.com.br,shopee,com.br,exact_name
alias_000494,Shopee,shopee.com.my,shopee,com.my,exact_name
alias_000494,Shopee,shopee.io,shopee,io,exact_name
alias_000494,Shopee,shopee.ph,shopee,ph,exact_name
alias_000494,Shopee,shopee.sg,shopee,sg,exact_name
alias_000494,Shopee,shopee.tw,shopee,tw,exact_name
alias_000494,Shopee,shopee.vn,shopee,vn,exact_name
alias_000495,上海海洋大学,shou.edu.cn,shou,edu.cn,same_sld_diff_suffix
alias_000495,上海开放大学,shou.org.cn,shou,org.cn,same_sld_diff_suffix
alias_000496,Siemens,siemens.com,siemens,com,exact_name
alias_000496,西门子中国,siemens.com.cn,siemens,com.cn,exact_name
alias_000496,Siemens,siemens.de,siemens,de,exact_name
alias_000497,Simontokx,simontokx.asia,simontokx,asia,exact_name
alias_000497,Simontokx,simontokx.tv,simontokx,tv,exact_name
alias_000498,Siteground,siteground.biz,siteground,biz,exact_name
alias_000498,Siteground,siteground.com,siteground,com,exact_name
alias_000498,Siteground,siteground.us,siteground,us,exact_name
alias_000499,Sizzlinghot Slot,sizzlinghot-slot.com,sizzlinghot-slot,com,normalized_name
alias_000499,Sizzlinghotslot,sizzlinghotslot.online,sizzlinghotslot,online,normalized_name
alias_000500,Skyrock,skyrock.com,skyrock,com,exact_name
alias_000500,Skyrock,skyrock.net,skyrock,net,exact_name
alias_000501,Skyscanner,skyscanner.co.in,skyscanner,co.in,exact_name
alias_000501,Skyscanner,skyscanner.com,skyscanner,com,exact_name
alias_000501,Skyscanner,skyscanner.es,skyscanner,es,exact_name
alias_000501,Skyscanner,skyscanner.it,skyscanner,it,exact_name
